Title,Genre,Year,Rating,Runtime,Critic Score,Box Office
Ghost Rider: Spirit of Vengeance,Action,2011,PG-13,96,17,51.8
Corman's World: Exploits of a Hollywood Rebel,Documentary,2011,R,95,92,0.007
Albert Nobbs,Drama,2011,R,113,56,3
Goon,Comedy,2011,R,92,82,4.2
Goon,Sport,2011,R,92,82,4.2
Rampart,Drama,2011,R,108,74,1
Rampart,Crime,2011,R,108,74,1
Silent House,Mystery,2011,R,86,41,12.6
Silent House,Thriller,2011,R,86,41,12.6
Silent House,Horror,2011,R,86,41,12.6
Jiro Dreams of Sushi,Documentary,2011,PG,81,99,2.6
Puncture,Drama,2011,R,100,51,0.0671
Friends with Kids,Drama,2011,R,107,66,7.3
Friends with Kids,Comedy,2011,R,107,66,7.3
Natural Selection,Comedy,2011,R,90,71,0.0482
Natural Selection,Drama,2011,R,90,71,0.0482
Bellflower,Drama,2011,R,106,74,0.2
Bellflower,Action,2011,R,106,74,0.2
The Trouble with Bliss,Comedy,2011,PG-13,97,29,0.0109
The Trouble with Bliss,Drama,2011,PG-13,97,29,0.0109
The Innkeepers,Horror,2011,R,101,79,0.0775
Into the Abyss,Documentary,2011,PG-13,107,91,0.2
Into the Abyss,Crime,2011,PG-13,107,91,0.2
The Island President,Documentary,2011,PG,101,98,0.0752
Paul Williams Still Alive,Comedy,2011,PG-13,87,97,0.0376
Paul Williams Still Alive,Biography,2011,PG-13,87,97,0.0376
Paul Williams Still Alive,Documentary,2011,PG-13,87,97,0.0376
The Raid: Redemption,Thriller,2011,R,101,85,4.1
The Raid: Redemption,Action,2011,R,101,85,4.1
Touchback,Drama,2011,PG-13,118,38,0.2
Touchback,Family,2011,PG-13,118,38,0.2
Touchback,Fantasy,2011,PG-13,118,38,0.2
The Divide,Sci-Fi,2011,R,112,25,0.018
The Divide,Thriller,2011,R,112,25,0.018
The Divide,Drama,2011,R,112,25,0.018
Damsels in Distress,Comedy,2011,PG-13,99,75,1
Damsels in Distress,Drama,2011,PG-13,99,75,1
Being Elmo: A Puppeteer's Journey,Documentary,2011,PG,80,95,0.3
Bully,Documentary,2011,PG-13,98,84,44.7
Laugh at My Pain,Comedy,2011,R,89,71,7.7
Laugh at My Pain,Documentary,2011,R,89,71,7.7
A Little Bit of Heaven,Fantasy,2011,PG-13,106,4,0.01
A Little Bit of Heaven,Comedy,2011,PG-13,106,4,0.01
A Little Bit of Heaven,Drama,2011,PG-13,106,4,0.01
Last Call at the Oasis,Documentary,2011,PG-13,105,83,0.0408
"Jeff, Who Lives at Home",Drama,2011,R,83,78,4.2
"Jeff, Who Lives at Home",Comedy,2011,R,83,78,4.2
Kill the Irishman,Action,2011,R,106,63,1.2
Kill the Irishman,Biography,2011,R,106,63,1.2
Kill the Irishman,Crime,2011,R,106,63,1.2
The Best Exotic Marigold Hotel,Comedy,2011,PG-13,124,78,46.4
The Best Exotic Marigold Hotel,Drama,2011,PG-13,124,78,46.4
God Bless America,Crime,2011,R,105,67,0.1
God Bless America,Action,2011,R,105,67,0.1
God Bless America,Comedy,2011,R,105,67,0.1
Margaret,Drama,2011,R,150,74,0.0465
Bernie,Comedy,2011,PG-13,104,90,9.2
Bernie,Drama,2011,PG-13,104,90,9.2
Bernie,Crime,2011,PG-13,104,90,9.2
Killer Joe,Crime,2011,R,102,78,0.9
Killer Joe,Drama,2011,R,102,78,0.9
Killer Joe,Thriller,2011,R,102,78,0.9
Lovely Molly,Drama,2011,R,99,41,0.018
Lovely Molly,Horror,2011,R,99,41,0.018
Neil Young Journeys,Documentary,2011,PG,87,88,0.2
Neil Young Journeys,Music,2011,PG,87,88,0.2
Your Sister's Sister,Drama,2011,R,90,83,1.6
Your Sister's Sister,Comedy,2011,R,90,83,1.6
Revenge of the Electric Car,Documentary,2011,PG-13,90,70,0.2
I Melt with You,Drama,2011,R,129,12,0.006
Sound of My Voice,Sci-Fi,2011,R,85,75,0.4
Sound of My Voice,Mystery,2011,R,85,75,0.4
Sound of My Voice,Drama,2011,R,85,75,0.4
Undefeated,Sport,2011,PG-13,113,96,0.6
Undefeated,Documentary,2011,PG-13,113,96,0.6
Terri,Drama,2011,R,105,86,0.7
Terri,Comedy,2011,R,105,86,0.7
"Peace, Love, & Misunderstanding",Drama,2011,R,96,29,0.5
"Peace, Love, & Misunderstanding",Comedy,2011,R,96,29,0.5
"Peace, Love, & Misunderstanding",Music,2011,R,96,29,0.5
Samsara,Music,2011,PG-13,102,77,2.6
Samsara,Documentary,2011,PG-13,102,77,2.6
The Good Doctor,Thriller,2011,PG-13,93,66,0.0032
The Good Doctor,Drama,2011,PG-13,93,66,0.0032
The Day,Action,2011,R,87,23,0.0205
The Day,Drama,2011,R,87,23,0.0205
The Day,Horror,2011,R,87,23,0.0205
Diana Vreeland: The Eye Has to Travel,Documentary,2011,PG-13,86,94,1
Diana Vreeland: The Eye Has to Travel,Biography,2011,PG-13,86,94,1
10 Years,Drama,2011,PG-13,100,60,0.2
10 Years,Comedy,2011,PG-13,100,60,0.2
The Oranges,Drama,2011,R,90,34,0.4
The Oranges,Comedy,2011,R,90,34,0.4
Butter,Comedy,2011,R,90,33,0.0709
Comic-Con Episode IV: A Fan's Hope,Documentary,2011,PG-13,88,83,0.0347
4:44 Last Day on Earth,Sci-Fi,2011,R,82,48,0.0157
4:44 Last Day on Earth,Drama,2011,R,82,48,0.0157
4:44 Last Day on Earth,Fantasy,2011,R,82,48,0.0157
Dorfman in Love,Comedy,2011,R,92,15,0.0137
October Baby,Drama,2011,PG-13,107,22,5.4
Violet & Daisy,Action,2011,R,88,22,0.01
Violet & Daisy,Crime,2011,R,88,22,0.01
Violet & Daisy,Comedy,2011,R,88,22,0.01
You're Next,Thriller,2011,R,95,75,18.5
You're Next,Horror,2011,R,95,75,18.5
Take Me Home,Comedy,2011,PG-13,97,0,0.0154
Cassadaga,Thriller,2011,R,108,10,0.0017
Cassadaga,Horror,2011,R,108,10,0.0017
Forks Over Knives,Documentary,2011,PG,90,61,1
Fort McCoy,History,2011,R,100,50,0.0782
Fort McCoy,Drama,2011,R,100,50,0.0782
Fort McCoy,War,2011,R,100,50,0.0782
The Devil Inside,Horror,2012,R,83,6,53.2
Contraband,Crime,2012,R,109,51,66.5
Contraband,Drama,2012,R,109,51,66.5
Contraband,Action,2012,R,109,51,66.5
Joyful Noise,Music,2012,PG-13,118,33,30.9
Joyful Noise,Comedy,2012,PG-13,118,33,30.9
Runaway Slave,History,2012,PG,108,0,0.0478
Runaway Slave,Documentary,2012,PG,108,0,0.0478
Carol Channing: Larger Than Life,Biography,2012,PG,87,89,0.0155
Carol Channing: Larger Than Life,Comedy,2012,PG,87,89,0.0155
Carol Channing: Larger Than Life,Documentary,2012,PG,87,89,0.0155
Red Tails,Action,2012,PG-13,125,40,49.5
Red Tails,Adventure,2012,PG-13,125,40,49.5
Red Tails,Drama,2012,PG-13,125,40,49.5
Underworld: Awakening,Fantasy,2012,R,88,26,62.3
Underworld: Awakening,Horror,2012,R,88,26,62.3
Underworld: Awakening,Action,2012,R,88,26,62.3
LUV,Drama,2012,R,94,36,0.2
LUV,Crime,2012,R,94,36,0.2
An Inconsistent Truth,Documentary,2012,PG,89,0,0.0528
An Inconsistent Truth,Adventure,2012,PG,89,0,0.0528
Man on a Ledge,Action,2012,PG-13,102,31,18.6
Man on a Ledge,Crime,2012,PG-13,102,31,18.6
Man on a Ledge,Thriller,2012,PG-13,102,31,18.6
One for the Money,Crime,2012,PG-13,91,2,26.4
One for the Money,Action,2012,PG-13,91,2,26.4
One for the Money,Comedy,2012,PG-13,91,2,26.4
Tim and Eric's Billion Dollar Movie,Comedy,2012,R,93,38,0.2
Big Miracle,Biography,2012,PG,107,73,20.1
Big Miracle,Drama,2012,PG,107,73,20.1
Chronicle,Drama,2012,PG-13,84,85,64.6
Chronicle,Sci-Fi,2012,PG-13,84,85,64.6
Chronicle,Thriller,2012,PG-13,84,85,64.6
Journey 2: The Mysterious Island,Adventure,2012,PG,94,42,103.8
Journey 2: The Mysterious Island,Action,2012,PG,94,42,103.8
Journey 2: The Mysterious Island,Comedy,2012,PG,94,42,103.8
Safe House,Action,2012,R,115,53,126.1
Safe House,Mystery,2012,R,115,53,126.1
Safe House,Crime,2012,R,115,53,126.1
The Vow,Drama,2012,PG-13,104,29,125
This Means War,Action,2012,PG-13,103,26,54.8
This Means War,Comedy,2012,PG-13,103,26,54.8
Act of Valor,Thriller,2012,R,110,25,70
Act of Valor,War,2012,R,110,25,70
Act of Valor,Action,2012,R,110,25,70
Gone,Thriller,2012,PG-13,94,11,11.7
Gone,Drama,2012,PG-13,94,11,11.7
Gone,Mystery,2012,PG-13,94,11,11.7
Good Deeds,Comedy,2012,PG-13,110,31,35
Good Deeds,Drama,2012,PG-13,110,31,35
Wanderlust,Comedy,2012,R,98,59,17.3
ATM,Thriller,2012,R,90,9,0.002
ATM,Horror,2012,R,90,9,0.002
Project X,Crime,2012,R,88,28,54.7
Project X,Comedy,2012,R,88,28,54.7
Red Lights,Mystery,2012,R,114,29,0.0493
Red Lights,Thriller,2012,R,114,29,0.0493
Red Lights,Drama,2012,R,114,29,0.0493
The Lorax,Family,2012,PG,86,54,213.9
The Lorax,Comedy,2012,PG,86,54,213.9
The Lorax,Animation,2012,PG,86,54,213.9
A Thousand Words,Drama,2012,PG-13,91,0,18.4
A Thousand Words,Comedy,2012,PG-13,91,0,18.4
John Carter,Action,2012,PG-13,132,51,73.1
John Carter,Adventure,2012,PG-13,132,51,73.1
John Carter,Fantasy,2012,PG-13,132,51,73.1
Brooklyn Castle,Documentary,2012,PG,101,96,0.2
The Do-Deca-Pentathlon,Comedy,2012,R,76,74,0.01
Big Star: Nothing Can Hurt Me,Documentary,2012,PG-13,113,92,0.1
21 Jump Street,Action,2012,R,109,85,138.4
21 Jump Street,Crime,2012,R,109,85,138.4
21 Jump Street,Comedy,2012,R,109,85,138.4
The Hunger Games,Action,2012,PG-13,142,84,408
The Hunger Games,Adventure,2012,PG-13,142,84,408
The Hunger Games,Sci-Fi,2012,PG-13,142,84,408
Meeting Evil,Drama,2012,R,89,13,0.000181
Meeting Evil,Crime,2012,R,89,13,0.000181
Meeting Evil,Mystery,2012,R,89,13,0.000181
Mirror Mirror,Drama,2012,PG,106,49,64.9
Mirror Mirror,Comedy,2012,PG,106,49,64.9
Mirror Mirror,Adventure,2012,PG,106,49,64.9
Wrath of the Titans,Action,2012,PG-13,99,25,83.6
Wrath of the Titans,Adventure,2012,PG-13,99,25,83.6
Wrath of the Titans,Fantasy,2012,PG-13,99,25,83.6
American Reunion,Comedy,2012,R,113,43,56.7
Blue Like Jazz,Comedy,2012,PG-13,108,38,0.6
Blue Like Jazz,Drama,2012,PG-13,108,38,0.6
The Cabin in the Woods,Mystery,2012,R,95,91,42
The Cabin in the Woods,Thriller,2012,R,95,91,42
The Cabin in the Woods,Horror,2012,R,95,91,42
The Three Stooges,Comedy,2012,PG,92,51,44.3
Woman Thou Art Loosed: On the 7th Day,Drama,2012,PG-13,101,20,1.2
Being Flynn,Drama,2012,R,102,51,0.5
Jack & Diane,Horror,2012,R,110,13,0.001
Jack & Diane,Drama,2012,R,110,13,0.001
Jesus Henry Christ,Comedy,2012,PG-13,92,24,0.0184
Marley,Documentary,2012,PG-13,144,95,1.4
Marley,Biography,2012,PG-13,144,95,1.4
Marley,Music,2012,PG-13,144,95,1.4
The Lucky One,Drama,2012,PG-13,101,20,60.4
Think Like a Man,Comedy,2012,PG-13,122,53,91.5
To the Arctic 3D,Documentary,2012,G,40,67,0.000712
Safe,Thriller,2012,R,94,57,17.1
Safe,Crime,2012,R,94,57,17.1
Safe,Action,2012,R,94,57,17.1
The Five-Year Engagement,Comedy,2012,R,124,63,28.6
The Giant Mechanical Man,Drama,2012,PG-13,94,71,0.0054
The Giant Mechanical Man,Comedy,2012,PG-13,94,71,0.0054
The Pirates! Band of Misfits,Comedy,2012,PG,88,86,31.1
The Pirates! Band of Misfits,Adventure,2012,PG,88,86,31.1
The Pirates! Band of Misfits,Animation,2012,PG,88,86,31.1
The Raven,Mystery,2012,R,110,22,16
The Raven,Crime,2012,R,110,22,16
The Raven,Thriller,2012,R,110,22,16
The Avengers,Adventure,2012,PG-13,143,92,623.3
The Avengers,Action,2012,PG-13,143,92,623.3
The Avengers,Sci-Fi,2012,PG-13,143,92,623.3
Casa de mi Padre,Comedy,2012,R,84,42,5.9
Casa de mi Padre,Western,2012,R,84,42,5.9
Dark Shadows,Comedy,2012,PG-13,113,37,79.7
Dark Shadows,Horror,2012,PG-13,113,37,79.7
Otter 501,Documentary,2012,G,85,60,0.0129
Piranha 3DD,Horror,2012,R,83,13,0.4
Piranha 3DD,Comedy,2012,R,83,13,0.4
The Dictator,Comedy,2012,R,83,57,59.6
Brake,Thriller,2012,R,92,44,0.0043
Battleship,Action,2012,PG-13,131,34,65.2
Battleship,Adventure,2012,PG-13,131,34,65.2
Battleship,Sci-Fi,2012,PG-13,131,34,65.2
Crooked Arrows,Sport,2012,PG-13,105,38,1.7
Crooked Arrows,Drama,2012,PG-13,105,38,1.7
What to Expect When You're Expecting,Comedy,2012,PG-13,110,22,41.1
What to Expect When You're Expecting,Drama,2012,PG-13,110,22,41.1
On the Road,Adventure,2012,R,124,43,0.7
On the Road,Drama,2012,R,124,43,0.7
Darling Companion,Drama,2012,PG-13,103,22,0.8
Men in Black 3,Sci-Fi,2012,PG-13,106,69,179
Men in Black 3,Comedy,2012,PG-13,106,69,179
Men in Black 3,Action,2012,PG-13,106,69,179
Snow White and the Huntsman,Action,2012,PG-13,127,48,155.1
Snow White and the Huntsman,Adventure,2012,PG-13,127,48,155.1
Snow White and the Huntsman,Drama,2012,PG-13,127,48,155.1
Lola Versus,Comedy,2012,R,87,35,0.3
Madagascar 3: Europe's Most Wanted,Comedy,2012,PG,93,79,216.4
Madagascar 3: Europe's Most Wanted,Adventure,2012,PG,93,79,216.4
Madagascar 3: Europe's Most Wanted,Animation,2012,PG,93,79,216.4
Prometheus,Sci-Fi,2012,R,124,73,126.5
Prometheus,Adventure,2012,R,124,73,126.5
Prometheus,Mystery,2012,R,124,73,126.5
Ai Weiwei: Never Sorry,Documentary,2012,R,91,97,0.5
Rock of Ages,Comedy,2012,PG-13,123,41,38.5
Rock of Ages,Musical,2012,PG-13,123,41,38.5
Rock of Ages,Music,2012,PG-13,123,41,38.5
Rock of Ages,Drama,2012,PG-13,123,41,38.5
That's My Boy,Comedy,2012,R,116,20,36.9
Battlefield America,Music,2012,PG-13,106,8,0.2
Battlefield America,Drama,2012,PG-13,106,8,0.2
Battlefield America,Musical,2012,PG-13,106,8,0.2
Abraham Lincoln: Vampire Hunter,Horror,2012,R,105,35,37.5
Abraham Lincoln: Vampire Hunter,Fantasy,2012,R,105,35,37.5
Abraham Lincoln: Vampire Hunter,Action,2012,R,105,35,37.5
Brave,Adventure,2012,PG,93,78,237.3
Brave,Animation,2012,PG,93,78,237.3
Brave,Comedy,2012,PG,93,78,237.3
Lay the Favorite,Drama,2012,R,94,19,0.021
Lay the Favorite,Comedy,2012,R,94,19,0.021
Seeking a Friend for the End of the World,Adventure,2012,R,101,55,6.6
Seeking a Friend for the End of the World,Comedy,2012,R,101,55,6.6
Seeking a Friend for the End of the World,Drama,2012,R,101,55,6.6
The Last Ride,Music,2012,PG-13,102,44,0.0163
The Last Ride,Drama,2012,PG-13,102,44,0.0163
The Last Ride,Biography,2012,PG-13,102,44,0.0163
Madea's Witness Protection,Crime,2012,PG-13,114,21,65.6
Madea's Witness Protection,Drama,2012,PG-13,114,21,65.6
Madea's Witness Protection,Comedy,2012,PG-13,114,21,65.6
Magic Mike,Drama,2012,R,110,80,113.7
Magic Mike,Comedy,2012,R,110,80,113.7
Moonrise Kingdom,Drama,2012,PG-13,94,94,45.5
Moonrise Kingdom,Adventure,2012,PG-13,94,94,45.5
Moonrise Kingdom,Comedy,2012,PG-13,94,94,45.5
People Like Us,Drama,2012,PG-13,114,55,12.4
Ted,Fantasy,2012,R,106,67,218.6
Ted,Comedy,2012,R,106,67,218.6
The Amazing Spider-Man,Fantasy,2012,PG-13,136,72,262
The Amazing Spider-Man,Action,2012,PG-13,136,72,262
The Amazing Spider-Man,Adventure,2012,PG-13,136,72,262
Beasts of the Southern Wild,Drama,2012,PG-13,93,86,12.8
Beasts of the Southern Wild,Fantasy,2012,PG-13,93,86,12.8
Katy Perry: Part of Me,Music,2012,PG,93,77,25.3
Katy Perry: Part of Me,Documentary,2012,PG,93,77,25.3
Cowgirls 'n Angels,Family,2012,PG,92,0,0.1
Savages,Drama,2012,R,131,51,47.3
Savages,Crime,2012,R,131,51,47.3
Savages,Thriller,2012,R,131,51,47.3
The Magic of Belle Isle,Comedy,2012,PG,109,30,0.1
The Magic of Belle Isle,Drama,2012,PG,109,30,0.1
To Rome with Love,Comedy,2012,R,112,44,16.7
Ice Age: Continental Drift,Adventure,2012,PG,88,37,161.3
Ice Age: Continental Drift,Comedy,2012,PG,88,37,161.3
Ice Age: Continental Drift,Animation,2012,PG,88,37,161.3
The Obama Effect,Drama,2012,PG-13,85,0,0.1
The Obama Effect,Comedy,2012,PG-13,85,0,0.1
Soldiers of Fortune,Adventure,2012,R,94,14,0.0388
Soldiers of Fortune,Action,2012,R,94,14,0.0388
Something from Nothing: The Art of Rap,Documentary,2012,R,106,92,0.3
Something from Nothing: The Art of Rap,Music,2012,R,106,92,0.3
The Dark Knight Rises,Thriller,2012,PG-13,165,87,448.1
The Dark Knight Rises,Action,2012,PG-13,165,87,448.1
Step Up Revolution,Drama,2012,PG-13,99,42,35.1
Step Up Revolution,Music,2012,PG-13,99,42,35.1
The Watch,Comedy,2012,R,102,17,34.4
The Watch,Sci-Fi,2012,R,102,17,34.4
The Watch,Action,2012,R,102,17,34.4
Diary of a Wimpy Kid: Dog Days,Family,2012,PG,94,51,49
Diary of a Wimpy Kid: Dog Days,Comedy,2012,PG,94,51,49
Total Recall,Action,2012,PG-13,118,30,58.9
Total Recall,Adventure,2012,PG-13,118,30,58.9
Total Recall,Mystery,2012,PG-13,118,30,58.9
Hope Springs,Comedy,2012,PG-13,100,74,63.5
Hope Springs,Drama,2012,PG-13,100,74,63.5
Nitro Circus: The Movie,Comedy,2012,PG-13,92,6,3.4
Nitro Circus: The Movie,Documentary,2012,PG-13,92,6,3.4
Nitro Circus: The Movie,Action,2012,PG-13,92,6,3.4
About Cherry,Drama,2012,R,98,10,0.0028
No,Drama,2012,R,118,93,2.3
Girl in Progress,Drama,2012,PG-13,93,30,2.6
Girl in Progress,Comedy,2012,PG-13,93,30,2.6
The Bourne Legacy,Action,2012,PG-13,135,55,113.2
The Bourne Legacy,Mystery,2012,PG-13,135,55,113.2
The Bourne Legacy,Adventure,2012,PG-13,135,55,113.2
The Campaign,Comedy,2012,R,85,64,86.9
The Odd Life of Timothy Green,Comedy,2012,PG,105,34,51.9
The Odd Life of Timothy Green,Drama,2012,PG,105,34,51.9
The Odd Life of Timothy Green,Family,2012,PG,105,34,51.9
ParaNorman,Animation,2012,PG,92,87,56
ParaNorman,Comedy,2012,PG,92,87,56
ParaNorman,Adventure,2012,PG,92,87,56
Sparkle,Drama,2012,PG-13,116,57,24.4
Sparkle,Music,2012,PG-13,116,57,24.4
The Expendables 2,Action,2012,R,103,65,85
The Expendables 2,Thriller,2012,R,103,65,85
The Expendables 2,Adventure,2012,R,103,65,85
Why Stop Now?,Comedy,2012,R,85,24,0.0016
Why Stop Now?,Drama,2012,R,85,24,0.0016
Hit and Run,Action,2012,R,100,49,13.7
Hit and Run,Comedy,2012,R,100,49,13.7
2016: Obama's America,Documentary,2012,PG,87,26,33.3
Celeste & Jesse Forever,Comedy,2012,R,92,70,3.1
Celeste & Jesse Forever,Drama,2012,R,92,70,3.1
Premium Rush,Action,2012,PG-13,91,75,20.3
Premium Rush,Crime,2012,PG-13,91,75,20.3
Premium Rush,Thriller,2012,PG-13,91,75,20.3
The Apparition,Thriller,2012,PG-13,82,3,4.9
The Apparition,Horror,2012,PG-13,82,3,4.9
The Babymakers,Comedy,2012,R,95,8,0.0052
Lawless,Drama,2012,R,116,67,37.4
Lawless,Crime,2012,R,116,67,37.4
The Oogieloves in the Big Balloon Adventure,Adventure,2012,G,88,27,1.1
The Oogieloves in the Big Balloon Adventure,Family,2012,G,88,27,1.1
The Possession,Horror,2012,PG-13,92,40,49.1
The Possession,Thriller,2012,PG-13,92,40,49.1
Bachelorette,Comedy,2012,R,87,56,0.4
Nobody Walks,Drama,2012,R,83,38,0.025
Ruby Sparks,Comedy,2012,R,104,79,2.5
Ruby Sparks,Drama,2012,R,104,79,2.5
Ruby Sparks,Fantasy,2012,R,104,79,2.5
Stolen,Crime,2012,R,96,16,0.3
Stolen,Action,2012,R,96,16,0.3
Stolen,Drama,2012,R,96,16,0.3
V/H/S,Thriller,2012,R,116,55,0.0998
V/H/S,Horror,2012,R,116,55,0.0998
Branded,Fantasy,2012,R,106,10,0.4
Branded,Thriller,2012,R,106,10,0.4
Branded,Drama,2012,R,106,10,0.4
The Cold Light of Day,Thriller,2012,PG-13,93,5,3.7
The Cold Light of Day,Action,2012,PG-13,93,5,3.7
The Words,Drama,2012,PG-13,102,22,11.4
The Words,Mystery,2012,PG-13,102,22,11.4
Arbitrage,Thriller,2012,R,107,87,7.9
Arbitrage,Drama,2012,R,107,87,7.9
Last Ounce of Courage,Drama,2012,PG,101,0,3.3
Resident Evil: Retribution,Sci-Fi,2012,R,96,31,42.3
Resident Evil: Retribution,Action,2012,R,96,31,42.3
Resident Evil: Retribution,Horror,2012,R,96,31,42.3
Robot & Frank,Drama,2012,PG-13,89,86,3.3
Robot & Frank,Comedy,2012,PG-13,89,86,3.3
Robot & Frank,Crime,2012,PG-13,89,86,3.3
Backwards,Sport,2012,PG,89,28,0.0615
Dredd,Action,2012,R,95,78,13.4
Dredd,Sci-Fi,2012,R,95,78,13.4
End of Watch,Drama,2012,R,109,85,41
End of Watch,Crime,2012,R,109,85,41
End of Watch,Thriller,2012,R,109,85,41
Head Games,Sport,2012,PG-13,95,88,0.0141
Head Games,Documentary,2012,PG-13,95,88,0.0141
House at the End of the Street,Horror,2012,PG-13,101,10,31.6
House at the End of the Street,Mystery,2012,PG-13,101,10,31.6
House at the End of the Street,Thriller,2012,PG-13,101,10,31.6
My Uncle Rafael,Comedy,2012,PG-13,102,20,0.2
The Master,Drama,2012,R,144,85,16.2
Trouble with the Curve,Sport,2012,PG-13,111,50,35.8
Trouble with the Curve,Drama,2012,PG-13,111,50,35.8
Compliance,Drama,2012,R,90,89,0.3
Compliance,Thriller,2012,R,90,89,0.3
Compliance,Crime,2012,R,90,89,0.3
Hotel Transylvania,Family,2012,PG,91,44,148.3
Hotel Transylvania,Animation,2012,PG,91,44,148.3
Hotel Transylvania,Comedy,2012,PG,91,44,148.3
Looper,Action,2012,R,119,93,66.3
Looper,Crime,2012,R,119,93,66.3
Looper,Sci-Fi,2012,R,119,93,66.3
Trade of Innocents,Drama,2012,PG-13,88,0,0.0151
Trade of Innocents,Thriller,2012,PG-13,88,0,0.0151
Won't Back Down,Drama,2012,PG,121,32,5.3
Nature Calls,Comedy,2012,R,79,5,0.000382
Escape Fire: The Fight to Rescue American Healthcare,Documentary,2012,PG-13,95,81,0.0973
Frankenweenie,Animation,2012,PG,87,87,35.3
Frankenweenie,Family,2012,PG,87,87,35.3
Frankenweenie,Comedy,2012,PG,87,87,35.3
Liberal Arts,Comedy,2012,PG-13,97,70,0.3
Liberal Arts,Drama,2012,PG-13,97,70,0.3
Pitch Perfect,Comedy,2012,PG-13,112,81,61.1
Pitch Perfect,Music,2012,PG-13,112,81,61.1
Argo,History,2012,R,120,96,136
Argo,Thriller,2012,R,120,96,136
Argo,Drama,2012,R,120,96,136
Atlas Shrugged II: The Strike,Sci-Fi,2012,PG-13,111,4,3.3
Atlas Shrugged II: The Strike,Drama,2012,PG-13,111,4,3.3
Atlas Shrugged II: The Strike,Mystery,2012,PG-13,111,4,3.3
Here Comes the Boom,Action,2012,PG,105,38,45.3
Here Comes the Boom,Sport,2012,PG,105,38,45.3
Here Comes the Boom,Comedy,2012,PG,105,38,45.3
Least Among Saints,Drama,2012,R,107,36,0.028
Sinister,Horror,2012,R,110,62,48.1
Sinister,Mystery,2012,R,110,62,48.1
The Perks of Being a Wallflower,Drama,2012,PG-13,102,85,17.7
Just 45 Minutes from Broadway,Drama,2012,R,110,10,0.0886
The Paperboy,Drama,2012,R,107,43,0.7
The Paperboy,Thriller,2012,R,107,43,0.7
Safety Not Guaranteed,Drama,2012,R,86,90,4
Safety Not Guaranteed,Comedy,2012,R,86,90,4
Alex Cross,Mystery,2012,PG-13,101,12,25.9
Alex Cross,Crime,2012,PG-13,101,12,25.9
Alex Cross,Action,2012,PG-13,101,12,25.9
Hating Breitbart,Documentary,2012,PG-13,85,0,0.0814
Paranormal Activity 4,Horror,2012,R,88,24,53.9
Universal Soldier: Day of Reckoning,Horror,2012,R,114,51,0.0052
Universal Soldier: Day of Reckoning,Action,2012,R,114,51,0.0052
Universal Soldier: Day of Reckoning,Mystery,2012,R,114,51,0.0052
Chasing Mavericks,Drama,2012,PG,116,31,6
Chasing Mavericks,Biography,2012,PG,116,31,6
Chasing Mavericks,Sport,2012,PG,116,31,6
Cloud Atlas,Drama,2012,R,172,66,27.1
Cloud Atlas,Sci-Fi,2012,R,172,66,27.1
Fun Size,Adventure,2012,PG-13,86,25,9.4
Fun Size,Comedy,2012,PG-13,86,25,9.4
Long Shot: The Kevin Laue Story,Documentary,2012,PG-13,93,67,0.0284
Long Shot: The Kevin Laue Story,Drama,2012,PG-13,93,67,0.0284
Silent Hill: Revelation 3D,Mystery,2012,R,95,5,17.5
Silent Hill: Revelation 3D,Horror,2012,R,95,5,17.5
Silent Hill: Revelation 3D,Thriller,2012,R,95,5,17.5
Flight,Thriller,2012,R,138,77,93.7
Flight,Drama,2012,R,138,77,93.7
"For a Good Time, Call...",Comedy,2012,R,85,55,1.2
The Man with the Iron Fists,Action,2012,R,95,49,15.6
Vamps,Horror,2012,PG-13,92,53,0.003
Vamps,Comedy,2012,PG-13,92,53,0.003
Wreck-It Ralph,Adventure,2012,PG,101,86,189.4
Wreck-It Ralph,Animation,2012,PG,101,86,189.4
Wreck-It Ralph,Comedy,2012,PG,101,86,189.4
Save the Date,Comedy,2012,R,97,46,0.0038
Deadfall,Crime,2012,R,95,32,0.0658
Deadfall,Thriller,2012,R,95,32,0.0658
Deadfall,Drama,2012,R,95,32,0.0658
Grassroots,Comedy,2012,R,98,52,0.0065
Grassroots,Drama,2012,R,98,52,0.0065
Skyfall,Thriller,2012,PG-13,143,92,304.4
Skyfall,Adventure,2012,PG-13,143,92,304.4
Skyfall,Action,2012,PG-13,143,92,304.4
30 Beats,Comedy,2012,R,88,5,0.0147
Lincoln,Biography,2012,PG-13,150,90,182.2
Lincoln,History,2012,PG-13,150,90,182.2
Lincoln,Drama,2012,PG-13,150,90,182.2
The Sessions,Comedy,2012,R,95,93,6
The Sessions,Drama,2012,R,95,93,6
The Sessions,Biography,2012,R,95,93,6
The Twilight Saga: Breaking Dawn - Part 2,Fantasy,2012,PG-13,115,48,292.3
The Twilight Saga: Breaking Dawn - Part 2,Adventure,2012,PG-13,115,48,292.3
The Twilight Saga: Breaking Dawn - Part 2,Drama,2012,PG-13,115,48,292.3
Life of Pi,Action,2012,PG,127,87,125
Life of Pi,Adventure,2012,PG,127,87,125
Life of Pi,Drama,2012,PG,127,87,125
Red Dawn,Action,2012,PG-13,93,12,44.8
Red Dawn,War,2012,PG-13,93,12,44.8
Red Dawn,Thriller,2012,PG-13,93,12,44.8
Rise of the Guardians,Adventure,2012,PG,97,74,103.4
Rise of the Guardians,Animation,2012,PG,97,74,103.4
