Title,Year,Rating,Runtime,Critic.Score,Box.Office
Play the Game,2009,PG-13,105,27,0.5
The Final Destination,2009,R,82,29,66.4
Motherhood,2009,PG-13,90,20,0.0501
Taking Woodstock,2009,R,120,47,7.4
Adam,2009,PG-13,99,64,2.1
Carriers,2009,PG-13,84,63,0.0908
Extract,2009,R,92,63,10.6
All About Steve,2009,PG-13,99,7,33.8
Gamer,2009,R,95,28,20.5
9,2009,PG-13,79,56,31.7
I Can Do Bad All by Myself,2009,PG-13,113,63,51.7
Sorority Row,2009,R,101,22,11.9
Whiteout,2009,R,101,7,10.2
Humpday,2009,R,94,79,0.3
Love Happens,2009,PG-13,109,16,22.9
Jennifer's Body,2009,R,102,42,16
Cloudy with a Chance of Meatballs,2009,PG,90,87,124.9
The Informant!,2009,R,108,79,33.3
The Limits of Control,2009,R,116,44,0.4
I Hope They Serve Beer in Hell,2009,R,105,20,1.4
Fame,2009,PG,107,25,22.4
Surrogates,2009,PG-13,89,39,38.5
The September Issue,2009,PG-13,90,83,3.7
My One and Only,2009,PG-13,108,68,2.3
Capitalism: A Love Story,2009,R,127,75,14.3
The Invention of Lying,2009,PG-13,100,58,18.4
Whip It,2009,PG-13,111,84,13
Zombieland,2009,R,88,90,75.6
Couples Retreat,2009,PG-13,113,11,109.2
From Mexico with Love,2009,PG-13,96,0,0.5
Law Abiding Citizen,2009,R,109,25,73.3
The Stepfather,2009,PG-13,101,11,29.1
Where the Wild Things Are,2009,PG,101,73,77.2
Astro Boy,2009,PG,94,49,19.5
Amelia,2009,PG,111,20,14.2
Cirque du Freak: The Vampire's Assistant,2009,PG-13,109,38,13.8
Good Hair,2009,PG-13,96,95,4.1
Saw VI,2009,R,90,36,27.7
This Is It,2009,PG,111,81,71.8
A Christmas Carol,2009,PG,96,54,137.8
A Serious Man,2009,R,106,89,9.2
The Men Who Stare at Goats,2009,R,94,52,32.4
The Fourth Kind,2009,PG-13,98,19,25.5
The Box,2009,PG-13,115,45,114.9
Today's Special,2009,R,99,81,0.3
2012,2009,PG-13,158,39,166.1
Planet 51,2009,PG,91,21,42.2
The Blind Side,2009,PG-13,129,66,255.5
Precious,2009,R,110,91,47.5
The Twilight Saga: New Moon,2009,PG-13,130,28,296.6
Old Dogs,2009,PG,88,5,49.5
Fantastic Mr. Fox,2009,PG,87,92,20.9
Ninja Assassin,2009,R,99,26,38.1
Armored,2009,PG-13,88,40,16
Everybody's Fine,2009,PG-13,99,46,8.9
The Messenger,2009,R,113,90,1
Brothers,2009,R,105,63,28.5
The Boondock Saints II: All Saints Day,2009,R,118,23,10.2
Invictus,2009,PG-13,134,76,37.4
Bad Lieutenant: Port of Call New Orleans,2009,R,122,87,1.6
The Princess and the Frog,2009,G,97,85,104.4
Did You Hear About the Morgans?,2009,PG-13,103,12,29.6
Avatar,2009,PG-13,162,83,760.5
The Road,2009,R,111,75,8
Alvin and the Chipmunks: The Squeakquel,2009,PG,88,21,219.3
Up in the Air,2009,R,109,91,83.8
Nine,2009,PG-13,118,37,19.6
It's Complicated,2009,R,120,57,112.7
Sherlock Holmes,2009,PG-13,128,70,208.7
The Young Victoria,2009,PG,105,76,10.9
Daybreakers,2009,R,98,67,30
Youth in Revolt,2009,R,90,66,15.2
Black Dynamite,2009,R,84,85,0.1
The Lovely Bones,2009,PG-13,135,31,44
To Save a Life,2009,PG-13,120,33,3.7
An Education,2009,PG-13,100,94,12.5
Crazy Heart,2009,R,112,91,38.3
A Single Man,2009,R,99,85,9.1
The Good Guy,2009,R,90,35,0.0347
Brooklyn's Finest,2009,R,132,43,26.7
Ondine,2009,PG-13,111,70,0.5
Chloe,2009,R,96,51,1.8
Life During Wartime,2009,R,98,69,0.3
The Perfect Game,2009,PG,118,57,1
Oceans,2009,G,84,81,19
The Joneses,2009,R,96,62,1
City Island,2009,PG-13,104,81,6.7
Cold Souls,2009,PG-13,101,74,0.7
Princess Kaiulani,2009,PG,97,18,0.9
Splice,2009,R,104,74,17
The City of Your Final Destination,2009,PG-13,117,38,0.5
Solitary Man,2009,R,90,81,4.4
Mother and Child,2009,R,125,79,1.1
The Maiden Heist,2009,PG-13,90,0,0.5
Middle Men,2009,R,105,40,0.7
Get Low,2009,PG-13,103,84,9.2
Leaves of Grass,2009,R,105,59,0.068
Like Dandelion Dust,2009,PG-13,100,80,0.4
World's Greatest Dad,2009,R,99,89,0.2
Case 39,2009,R,109,22,13.2
Waking Sleeping Beauty,2009,PG,86,71,0.0331
The Other Woman,2009,R,102,39,0.0206
Chain Letter,2009,R,96,23,0.1
Oy Vey! My Son Is Gay!!,2009,PG-13,90,0,0.0872
I Love You Phillip Morris,2009,R,98,72,2
Down for Life,2009,R,92,0,0.0396
(Untitled),2009,R,96,65,0.2
The Mighty Macs,2009,G,99,46,1.9
Tanner Hall,2009,R,96,12,0.005
I'm Not Jesus Mommy,2010,R,89,0,0.0053
Immigration Tango,2010,R,92,7,0.0238
Leonie,2010,PG-13,102,42,0.0537
Passion Play,2010,R,94,3,0.0021
Smash His Camera,2010,PG-13,87,80,0.0024
Dumbstruck,2010,PG,85,71,0.015
Crazy on the Outside,2010,PG-13,96,8,0.0644
Leap Year,2010,PG,100,21,25.9
The Book of Eli,2010,R,118,48,94.3
The Spy Next Door,2010,PG,94,12,24.3
Tooth Fairy,2010,PG,101,18,58.6
Extraordinary Measures,2010,PG,106,28,11.9
Legion,2010,R,100,19,40.2
The Tillman Story,2010,R,94,93,0.8
The Dry Land,2010,R,92,61,0.0074
8: The Mormon Proposition,2010,R,80,63,0.0999
Edge of Darkness,2010,R,117,56,43.3
Preacher's Kid,2010,PG-13,110,50,0.4
When in Rome,2010,PG-13,91,17,32.6
Dear John,2010,PG-13,108,29,79.6
From Paris with Love,2010,R,92,37,24
Percy Jackson & the Olympians: The Lightning Thief,2010,PG,118,49,86.7
Valentine's Day,2010,PG-13,125,18,110
The Wolfman,2010,R,103,34,61.9
Shutter Island,2010,R,138,68,125
Blood Done Sign My Name,2010,PG-13,128,50,0.0827
Cop Out,2010,R,107,19,44
The Crazies,2010,R,101,71,38.2
"Lebanon, Pa.",2010,PG-13,100,50,0.0447
Alice in Wonderland,2010,PG,108,51,319.3
She's Out of My League,2010,R,104,58,28.7
Remember Me,2010,PG-13,113,27,18.2
Our Family Wedding,2010,PG-13,103,13,18.6
Green Zone,2010,R,115,53,33.1
Elektra Luxx,2010,R,100,28,0.0108
The Runaways,2010,R,106,68,2
The Bounty Hunter,2010,PG-13,110,13,56
Diary of a Wimpy Kid,2010,PG,94,53,64
Repo Men,2010,R,111,22,13.2
Frozen,2010,R,93,62,0.1
Hot Tub Time Machine,2010,R,101,63,48.9
How to Train Your Dragon,2010,PG,98,98,217.4
Greenberg,2010,R,107,75,2.3
The Last Song,2010,PG,107,20,42.4
Meet Monica Velour,2010,R,98,48,0.0316
Why Did I Get Married Too?,2010,PG-13,121,26,48.5
Clash of the Titans,2010,PG-13,106,28,163.2
Date Night,2010,PG-13,88,67,98.7
Letters to God,2010,PG,110,25,1.1
The Extraordinary Adventures of Adèle Blanc-Sec,2010,PG,107,83,0.1
Death at a Funeral,2010,R,92,41,16
Kick-Ass,2010,R,117,76,20
Redemption Road,2010,PG-13,95,57,0.0258
The Losers,2010,PG-13,97,49,23
The Back-up Plan,2010,PG-13,106,18,37.5
Every Day,2010,R,93,33,0.0099
Furry Vengeance,2010,PG,92,8,16
A Nightmare on Elm Street,2010,R,95,15,62
Iron Man 2,2010,PG-13,124,72,312.1
Just Wright,2010,PG,100,45,21.5
Letters to Juliet,2010,PG,105,40,53
Robin Hood,2010,PG-13,140,43,105.2
MacGruber,2010,R,90,47,8
Shrek Forever After,2010,PG,93,58,238.3
The Romantics,2010,PG-13,95,15,0.1
Sex and the City 2,2010,R,146,15,95.3
Prince of Persia: The Sands of Time,2010,PG-13,116,36,90.8
Get Him to the Greek,2010,R,109,73,60.9
Marmaduke,2010,PG,87,9,33.6
Killers,2010,PG-13,100,11,47
The Killer Inside Me,2010,R,109,55,0.2
The A-Team,2010,PG-13,117,47,77.2
The Karate Kid,2010,PG,140,66,176.6
Please Give,2010,R,90,86,4
Toy Story 3,2010,G,103,99,415
Jonah Hex,2010,PG-13,81,12,10.5
Knight and Day,2010,PG-13,109,52,76.4
Grown Ups,2010,PG-13,102,10,162
The Twilight Saga: Eclipse,2010,PG-13,124,49,300.5
The Last Airbender,2010,PG,103,6,131.6
Joan Rivers: A Piece of Work,2010,R,84,91,2.9
Despicable Me,2010,PG,95,81,251.5
Predators,2010,R,107,64,52
The Sorcerer's Apprentice,2010,PG,109,41,63.1
Cyrus,2010,R,91,80,7.5
Inception,2010,PG-13,148,86,292.6
Winter's Bone,2010,R,100,94,6.5
Standing Ovation,2010,PG,105,6,0.5
Salt,2010,PG-13,100,62,118.3
Ramona and Beezus,2010,G,103,70,26.2
Cats & Dogs: The Revenge of Kitty Galore,2010,PG,82,14,43.6
Dinner for Schmucks,2010,PG-13,114,42,73
Charlie St. Cloud,2010,PG-13,99,27,31.1
The Kids Are All Right,2010,R,106,93,20.8
Step Up 3D,2010,PG-13,107,46,42.4
Restrepo,2010,R,93,96,1.3
The Other Guys,2010,PG-13,107,79,119.2
The Wildest Dream,2010,PG,94,76,0.9
Twelve,2010,R,93,3,0.2
Scott Pilgrim vs. the World,2010,PG-13,112,82,31.5
The Expendables,2010,R,103,41,103
Eat Pray Love,2010,PG-13,133,36,80.6
Vampires Suck,2010,PG-13,82,5,36.7
Piranha 3D,2010,R,88,73,25
The Switch,2010,PG-13,101,51,27.8
Lottery Ticket,2010,PG-13,99,34,24.7
Nanny McPhee Returns,2010,PG,109,76,29
The Last Exorcism,2010,PG-13,87,72,41
Takers,2010,PG-13,107,28,57.7
Howl,2010,R,84,63,0.6
The American,2010,R,105,66,35.6
Freakonomics,2010,PG-13,85,65,0.1
Machete,2010,R,105,72,26.6
Going the Distance,2010,R,102,53,17.8
Legendary,2010,PG-13,107,17,0.2
Flipped,2010,PG,90,55,1.8
Resident Evil: Afterlife,2010,R,97,23,60.1
I'm Still Here,2010,R,108,53,0.4
Easy A,2010,PG-13,92,85,58.4
Alpha and Omega,2010,PG,88,16,25.1
The Town,2010,R,125,93,92.2
Legend of the Guardians: The Owls of Ga'Hoole,2010,PG,97,50,55.7
Wall Street: Money Never Sleeps,2010,PG-13,133,55,52.5
You Again,2010,PG,105,17,25.7
The Virginity Hit,2010,R,86,29,0.5
The Social Network,2010,PG-13,120,96,96.9
Catfish,2010,PG-13,87,80,3.2
Let Me In,2010,R,116,88,12.1
Life as We Know It,2010,PG-13,114,28,53.4
As Good as Dead,2010,R,100,0,0.0015
Secretariat,2010,PG,123,64,59.7
It's Kind of a Funny Story,2010,PG-13,101,58,6.4
My Soul to Take,2010,R,107,9,14.6
Ghetto Physics,2010,R,94,42,0.0101
RED,2010,PG-13,111,71,90.4
Jackass 3D,2010,R,94,65,117.2
Buried,2010,R,95,87,1
Never Let Me Go,2010,R,103,71,2.4
Under the Boardwalk: The Monopoly Story,2010,G,88,85,0.0051
I Want Your Money,2010,PG,92,0,0.4
Exporting Raymond,2010,PG,86,71,0.0839
Paranormal Activity 2,2010,R,91,58,84.7
Hereafter,2010,PG-13,129,46,32.7
Stone,2010,R,105,50,1.8
You Will Meet a Tall Dark Stranger,2010,R,98,46,3.2
Waiting for 'Superman',2010,PG,111,89,6.4
Saw 3D: The Final Chapter,2010,R,90,9,45.7
Hatchet II,2010,R,85,36,0.0526
For Colored Girls,2010,R,133,32,37.7
Conviction,2010,R,107,67,6.8
Due Date,2010,R,95,40,100.4
Megamind,2010,PG,95,72,148.2
Morning Glory,2010,PG-13,107,56,31
Skyline,2010,PG-13,97,15,12
Unstoppable,2010,PG-13,98,86,81.6
Inside Job,2010,PG-13,105,98,4.3
Senna,2010,PG-13,106,92,1.6
Brotherhood,2010,R,76,54,0.0195
Harry Potter and the Deathly Hallows: Part 1,2010,PG-13,146,78,295
Queen of the Lot,2010,R,120,29,0.2
The Next Three Days,2010,PG-13,133,52,21.1
The Way,2010,PG-13,123,82,4.4
Tangled,2010,PG,100,90,200.8
Love & Other Drugs,2010,R,112,49,32.4
Burlesque,2010,PG-13,119,36,39.4
Faster,2010,R,98,43,23.2
London Boulevard,2010,R,103,33,0.0105
Fair Game,2010,PG-13,108,79,9.5
Night Catches Us,2010,R,90,81,0.0753
All Good Things,2010,R,101,33,0.6
Tucker and Dale vs. Evil,2010,R,89,84,0.2
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,PG,113,49,104.4
The Tourist,2010,PG-13,103,20,67.6
Black Swan,2010,R,108,87,107
TRON: Legacy,2010,PG,125,51,172.1
How Do You Know,2010,PG-13,121,32,30.2
Yogi Bear,2010,PG,80,13,100.2
The Fighter,2010,R,116,91,93.6
Little Fockers,2010,PG-13,98,10,148.4
True Grit,2010,PG-13,110,96,171
Holy Rollers,2010,R,89,51,0.3
Gulliver's Travels,2010,PG,85,21,42.8
The King's Speech,2010,R,118,94,138.8
The Last Godfather,2010,PG-13,100,0,0.2
Jack Goes Boating,2010,R,89,68,0.5
Love Ranch,2010,R,117,12,0.1
The Tempest,2010,PG-13,110,30,0.3
Country Strong,2010,PG-13,117,22,20.2
Henry's Crime,2010,R,108,40,0.1
I Spit on Your Grave,2010,R,108,34,0.0924
Somewhere,2010,R,97,71,1.8
The Way Back,2010,PG-13,133,74,2.7
The Extra Man,2010,R,108,42,0.5
Rabbit Hole,2010,PG-13,91,86,2.2
127 Hours,2010,R,94,93,18.3
Waiting for Forever,2010,PG-13,95,6,0.021
Vanishing on 7th Street,2010,R,92,50,0.0222
The Company Men,2010,R,104,67,4.4
Last Night,2010,R,93,50,0.1
The Grace Card,2010,PG-13,101,35,2.4
Happythankyoumoreplease,2010,R,100,40,0.2
Client 9: The Rise and Fall of Eliot Spitzer,2010,R,117,91,0.2
Submarine,2010,R,97,86,0.5
Peep World,2010,R,79,23,0.0109
The 5th Quarter,2010,PG,90,50,0.4
Insidious,2010,PG-13,103,66,54
Road to Nowhere,2010,R,121,80,0.0403
The Conspirator,2010,PG-13,122,55,11.5
Meek's Cutoff,2010,PG,104,85,1
Trust,2010,R,106,78,0.1
Dylan Dog: Dead of Night,2010,PG-13,107,8,1.2
Sympathy for Delicious,2010,R,96,29,0.0131
Harvest,2010,R,102,73,0.0241
The Perfect Host,2010,R,93,44,0.0483
Skateland,2010,PG-13,96,38,0.0111
Bloodworth,2010,R,105,50,0.0096
Cost of a Soul,2010,R,107,27,0.0254
Cool It,2010,PG,87,51,0.0627
Rejoice and Shout,2010,PG,115,76,0.1
Beginners,2010,R,105,84,5.8
Super,2010,R,96,48,0.3
Wrecked,2010,R,91,46,0.0048
Ceremony,2010,R,89,40,0.0217
Stake Land,2010,R,98,75,0.0185
Cherry,2010,R,99,60,0.0111
The First Grader,2010,PG-13,103,59,0.3
Countdown to Zero,2010,PG,91,81,0.3
Hesher,2010,R,106,54,0.4
Amigo,2010,R,124,62,0.2
Dirty Girl,2010,R,90,27,0.0536
A Little Help,2010,R,109,41,0.0858
Don't Be Afraid of the Dark,2010,R,99,58,24
The Debt,2010,R,113,77,31.1
Cave of Forgotten Dreams,2010,G,90,96,5.2
Everything Must Go,2010,R,97,75,2.7
The Whistleblower,2010,R,112,74,1.1
Beautiful Boy,2010,R,100,69,0.0772
Tabloid,2010,R,87,91,0.7
Welcome to the Rileys,2010,R,110,55,0.2
Vidal Sassoon: The Movie,2010,PG,90,59,0.0852
I Kissed a Vampire,2010,PG,91,0,0.0014
Virginia,2010,R,111,4,0.0111
Main Street,2010,PG,92,13,0.0016
High School,2010,R,99,27,0.0827
Morning,2010,R,95,45,0.0029
Radio Free Albemuth,2010,R,111,36,0.2
Bringing Up Bobby,2011,PG-13,93,17,0.005
Restless City,2011,R,80,45,0.0081
The Last Mountain,2011,PG,95,80,0.1
Gun Hill Road,2011,R,86,62,0.1
The Details,2011,R,91,46,0.0636
Down the Shore,2011,R,93,50,0.0048
Season of the Witch,2011,PG-13,95,9,24.8
The Dilemma,2011,PG-13,111,24,48.4
The Green Hornet,2011,PG-13,119,43,98.8
Pariah,2011,R,86,93,0.8
"Connected: An Autoblogography About Love, Death & Technology",2011,PG,82,36,0.0133
No Strings Attached,2011,R,108,48,70.6
Little Birds,2011,R,94,53,0.0166
Thin Ice,2011,R,93,69,0.8
Life in a Day,2011,PG-13,95,80,0.2
The Mechanic,2011,R,93,53,29.1
From Prada to Nada,2011,PG-13,107,21,3
The Rite,2011,PG-13,114,21,33
Sanctum,2011,R,108,30,23.1
The Roommate,2011,PG-13,91,4,37.3
Gnomeo & Juliet,2011,G,84,55,99.8
Justin Bieber: Never Say Never,2011,G,105,64,73
The Eagle,2011,PG-13,114,39,19.5
Just Go with It,2011,PG-13,117,19,103
The Last Lions,2011,PG,88,87,0.6
"Big Mommas: Like Father, Like Son",2011,PG-13,107,5,37.9
I Am Number Four,2011,PG-13,109,33,55.1
Drive Angry,2011,R,104,45,10.7
Hall Pass,2011,R,105,34,45
Elevate,2011,PG,81,73,0.0035
Take Me Home Tonight,2011,R,97,28,6.9
Rango,2011,PG,107,87,123.2
Beastly,2011,PG-13,86,21,27.9
The Adjustment Bureau,2011,PG-13,106,72,62.5
Battle Los Angeles,2011,PG-13,116,35,83.5
Red Riding Hood,2011,PG-13,100,10,37.7
Mars Needs Moms,2011,PG,88,37,21.4
The FP,2011,R,82,48,0.0406
American Animal,2011,R,95,59,0.0059
Paul,2011,R,104,71,37.4
The Lincoln Lawyer,2011,R,118,83,58
Cedar Rapids,2011,R,87,86,6.9
Limitless,2011,PG-13,105,70,79.2
Sucker Punch,2011,PG-13,110,23,36.4
There Be Dragons,2011,PG-13,122,11,1.1
Diary of a Wimpy Kid: Rodrick Rules,2011,PG,99,48,52.7
Hop,2011,PG,95,25,108
Source Code,2011,PG-13,93,92,54.7
Restless,2011,PG-13,91,36,0.2
Hanna,2011,PG-13,111,71,40.2
Your Highness,2011,R,102,27,21.6
Arthur,2011,PG-13,110,26,33
Soul Surfer,2011,PG,106,46,43.9
Born to Be Wild,2011,G,40,98,24.2
Rio,2011,G,96,72,143.6
Atlas Shrugged: Part I,2011,PG-13,97,11,4.6
Scream 4,2011,R,111,59,38.2
Win Win,2011,R,106,94,10.2
New York Says Thank You,2011,G,86,0,0.5
African Cats,2011,G,89,71,15.4
Jane Eyre,2011,PG-13,120,84,11.2
Madea's Big Happy Family,2011,PG-13,106,38,53.3
Water for Elephants,2011,PG-13,120,60,58.7
The Perfect Family,2011,PG-13,84,48,0.1
Prom,2011,PG,104,36,10.1
Fast Five,2011,PG-13,131,78,209.8
Hoodwinked Too! Hood vs. Evil,2011,PG,86,11,10.1
Balls to the Wall,2011,R,85,0,0.0031
InSight,2011,R,92,0,0.017
"Wild Horse, Wild Ride",2011,PG,106,93,0.0946
Jumping the Broom,2011,PG-13,112,56,37.3
Thor,2011,PG-13,115,77,181
Priest,2011,PG-13,87,16,29.1
Bridesmaids,2011,R,125,90,169.1
The Tree of Life,2011,PG-13,139,84,13.3
The Beaver,2011,PG-13,91,61,1
35 and Ticking,2011,R,104,0,0.1
Pirates of the Caribbean: On Stranger Tides,2011,PG-13,136,33,241.1
Kung Fu Panda 2,2011,PG,91,81,165.2
The Hangover Part II,2011,R,102,34,254.5
The Ledge,2011,R,101,14,0.0052
X-Men: First Class,2011,PG-13,132,87,146.4
5 Days of War,2011,R,113,33,0.0172
Judy Moody and the Not Bummer Summer,2011,PG,91,19,15
Super 8,2011,PG-13,112,82,127
Midnight in Paris,2011,PG-13,94,93,56.8
Green Lantern,2011,PG-13,114,26,116.6
The Art of Getting By,2011,PG-13,83,18,1.4
Mr. Popper's Penguins,2011,PG,94,48,68.2
Snow Flower and the Secret Fan,2011,PG-13,120,21,1.3
Cars 2,2011,G,106,39,191.5
"Love, Wedding, Marriage",2011,PG-13,90,0,0.0014
Bad Teacher,2011,R,92,44,100.3
Transformers: Dark of the Moon,2011,PG-13,154,35,352.4
Larry Crowne,2011,PG-13,98,36,35.6
Monte Carlo,2011,PG,109,38,23.2
Zookeeper,2011,PG,102,14,80.4
Horrible Bosses,2011,R,98,69,117.5
The Son of No One,2011,R,90,16,0.0289
Salvation Boulevard,2011,R,96,21,0.0274
Harry Potter and the Deathly Hallows: Part 2,2011,PG-13,130,96,381
Winnie the Pooh,2011,G,63,90,26.7
Captain America: The First Avenger,2011,PG-13,124,79,176.6
Friends with Benefits,2011,R,109,70,55.8
A Better Life,2011,PG-13,98,85,1.8
"Crazy, Stupid, Love.",2011,PG-13,118,78,84.3
Cowboys & Aliens,2011,PG-13,119,44,100.2
The Smurfs,2011,PG,103,22,142.6
Rise of the Planet of the Apes,2011,PG-13,105,82,176.7
Magic Trip,2011,R,107,69,0.2
The Change-Up,2011,R,112,25,37
The Help,2011,PG-13,146,76,169.7
30 Minutes or Less,2011,R,83,44,37.1
Final Destination 5,2011,R,92,61,42.6
Glee: The 3D Concert Movie,2011,PG,84,60,11.9
Project Nim,2011,PG-13,93,98,0.4
The Future,2011,R,91,71,0.6
Conan O'Brien Can't Stop,2011,R,89,80,0.3
Fright Night,2011,R,106,72,18.3
Spy Kids: All the Time in the World in 4D,2011,PG,89,22,38.5
One Day,2011,PG-13,107,36,13.8
Conan the Barbarian,2011,R,113,24,21.3
The Greatest Movie Ever Sold,2011,PG-13,90,73,0.6
Higher Ground,2011,R,109,81,0.8
Colombiana,2011,PG-13,108,27,36.7
The Family Tree,2011,R,87,10,0.0037
Our Idiot Brother,2011,R,90,67,24.8
Seven Days in Utopia,2011,G,100,14,4.4
Shark Night 3D,2011,PG-13,90,17,18.9
Apollo 18,2011,PG-13,86,24,17.7
Seeking Justice,2011,R,105,27,0.4
Creature,2011,R,93,11,0.3
Bucky Larson: Born to Be a Star,2011,R,97,0,2.3
Warrior,2011,PG-13,140,83,13.7
Contagion,2011,PG-13,106,84,75.6
Drive,2011,R,100,93,35.1
Straw Dogs,2011,R,110,41,10.3
I Don't Know How She Does It,2011,PG-13,89,17,9.7
Answers to Nothing,2011,R,124,9,0.022
Abduction,2011,PG-13,106,4,28.1
A Bird of the Air,2011,PG-13,108,30,0.0102
Dolphin Tale,2011,PG,113,82,72.3
Moneyball,2011,PG-13,133,95,75.6
Musical Chairs,2011,PG-13,102,37,0.0299
Page One: Inside the New York Times,2011,R,92,79,1.1
Margin Call,2011,R,107,88,5.4
Dream House,2011,PG-13,92,6,21.3
Red State,2011,R,88,58,1
Courageous,2011,PG-13,129,30,34.5
What's Your Number?,2011,R,106,23,14
50/50,2011,R,100,94,35
Munger Road,2011,PG-13,86,0,0.3
Intruders,2011,R,100,31,0.0647
Real Steel,2011,PG-13,127,60,85.5
The Ides of March,2011,R,101,85,41
Another Earth,2011,PG-13,92,63,1.3
Footloose,2011,PG-13,113,70,51.8
Texas Killing Fields,2011,R,105,33,0.0453
The Big Year,2011,PG,100,40,7.2
Addiction Incorporated,2011,PG-13,100,75,0.04
The Thing,2011,R,103,35,16.9
Johnny English Reborn,2011,PG,101,39,8.3
We Need to Talk About Kevin,2011,R,112,76,1.7
Trespass,2011,R,91,10,0.0168
Paranormal Activity 3,2011,R,83,68,104
The Three Musketeers,2011,PG-13,110,24,20.4
The Music Never Stopped,2011,PG,105,65,0.3
A Good Old Fashioned Orgy,2011,R,95,32,0.1
Puss in Boots,2011,PG,90,84,149.2
The Rum Diary,2011,R,120,50,13.1
Anonymous,2011,PG-13,130,46,4.5
The Double,2011,PG-13,98,20,0.1
In Time,2011,PG-13,109,36,37.6
Hide Away,2011,PG-13,88,42,0.0296
Machine Gun Preacher,2011,R,129,29,0.5
Tower Heist,2011,PG-13,104,68,78
A Very Harold & Kumar 3D Christmas,2011,R,90,68,35
Loosies,2011,PG-13,89,19,0.0033
Take Shelter,2011,R,120,91,1.7
Jack and Jill,2011,PG,91,3,74.2
Immortals,2011,R,110,35,83.5
J. Edgar,2011,R,137,43,37.3
The Twilight Saga: Breaking Dawn - Part 1,2011,PG-13,117,24,281.3
Arthur Christmas,2011,PG,97,92,46.4
The Muppets,2011,PG,103,96,88.6
Hugo,2011,PG,126,94,73.8
The Deep Blue Sea,2011,R,98,79,1.1
Another Happy Day,2011,R,119,45,0.0085
The Sitter,2011,R,81,21,30.2
The Descendants,2011,R,115,89,82.6
New Year's Eve,2011,PG-13,113,7,54.5
On the Ice,2011,R,96,67,0.0705
Alvin and the Chipmunks: Chipwrecked,2011,G,87,12,133.1
Sherlock Holmes: A Game of Shadows,2011,PG-13,129,59,186.8
Young Adult,2011,R,94,80,16.3
Martha Marcy May Marlene,2011,R,102,90,3
Mission: Impossible - Ghost Protocol,2011,PG-13,133,93,209.4
The Girl with the Dragon Tattoo,2011,R,158,86,102.5
The Adventures of Tintin,2011,PG,107,75,77.6
My Week with Marilyn,2011,R,99,83,14.6
We Bought a Zoo,2011,PG,124,66,75.6
The Darkest Hour,2011,PG-13,89,12,21.4
War Horse,2011,PG-13,146,77,79.9
Roadie,2011,R,95,72,0.0076
Haywire,2011,R,93,80,18.9
Extremely Loud & Incredibly Close,2011,PG-13,129,46,31.8
The Artist,2011,PG-13,100,97,44.7
The Grey,2011,R,117,79,51.5
Like Crazy,2011,PG-13,90,72,3.4
Circumstance,2011,R,107,86,0.5
In the Land of Blood and Honey,2011,R,127,55,0.3
Buck,2011,PG,88,89,4
Ghost Rider: Spirit of Vengeance,2011,PG-13,96,17,51.8
Corman's World: Exploits of a Hollywood Rebel,2011,R,95,92,0.007
Albert Nobbs,2011,R,113,56,3
Rampart,2011,R,108,74,1
Goon,2011,R,92,82,4.2
Silent House,2011,R,86,41,12.6
Puncture,2011,R,100,51,0.0671
Jiro Dreams of Sushi,2011,PG,81,99,2.6
Friends with Kids,2011,R,107,66,7.3
Natural Selection,2011,R,90,71,0.0482
Bellflower,2011,R,106,74,0.2
The Trouble with Bliss,2011,PG-13,97,29,0.0109
The Innkeepers,2011,R,101,79,0.0775
Into the Abyss,2011,PG-13,107,91,0.2
The Island President,2011,PG,101,98,0.0752
Paul Williams Still Alive,2011,PG-13,87,97,0.0376
The Raid: Redemption,2011,R,101,85,4.1
Touchback,2011,PG-13,118,38,0.2
The Divide,2011,R,112,25,0.018
Damsels in Distress,2011,PG-13,99,75,1
Being Elmo: A Puppeteer's Journey,2011,PG,80,95,0.3
Laugh at My Pain,2011,R,89,71,7.7
Bully,2011,PG-13,98,84,44.7
A Little Bit of Heaven,2011,PG-13,106,4,0.01
Last Call at the Oasis,2011,PG-13,105,83,0.0408
Kill the Irishman,2011,R,106,63,1.2
"Jeff, Who Lives at Home",2011,R,83,78,4.2
The Best Exotic Marigold Hotel,2011,PG-13,124,78,46.4
God Bless America,2011,R,105,67,0.1
Margaret,2011,R,150,74,0.0465
Bernie,2011,PG-13,104,90,9.2
Lovely Molly,2011,R,99,41,0.018
Neil Young Journeys,2011,PG,87,88,0.2
Your Sister's Sister,2011,R,90,83,1.6
Killer Joe,2011,R,102,78,0.9
Revenge of the Electric Car,2011,PG-13,90,70,0.2
I Melt with You,2011,R,129,12,0.006
Undefeated,2011,PG-13,113,96,0.6
Sound of My Voice,2011,R,85,75,0.4
Terri,2011,R,105,86,0.7
"Peace, Love, & Misunderstanding",2011,R,96,29,0.5
Samsara,2011,PG-13,102,77,2.6
The Good Doctor,2011,PG-13,93,66,0.0032
The Day,2011,R,87,23,0.0205
Diana Vreeland: The Eye Has to Travel,2011,PG-13,86,94,1
10 Years,2011,PG-13,100,60,0.2
The Oranges,2011,R,90,34,0.4
Butter,2011,R,90,33,0.0709
Comic-Con Episode IV: A Fan's Hope,2011,PG-13,88,83,0.0347
4:44 Last Day on Earth,2011,R,82,48,0.0157
Dorfman in Love,2011,R,92,15,0.0137
